name,description,lat,lng
ウグイス	,春先に鶯(うぐいす)を見かけるポイントです。うぐいすの美しい鳴き声に癒されます。	,35.6679111,139.3948719
日野中央公園,雑木林の中の遊歩道を歩くと、四季の草花が楽しめ、芝生の原っぱや古い茅ぶきの家があります。イベントなどに利用される屋外ステージと広場が特徴的です。	,35.6705761,139.3940592
スタート,,35.6590628,139.3807363
中央図書館,,35.6559807,139.3823086
一番橋北詰,,35.6610533,139.3915915
豊田児童グランド,,35.6568508,139.389708
平山橋北詰,,35.6513551,139.3809922
一番橋南詰,,35.6597284,139.3933538
向島こども広場,向島こども広場には、ツイストや上半身ストレッチなどの健康遊具があり、ウォーキングの休憩がてらお気軽に利用してみてください。,35.6641075,139.4022339
ふれあい橋南詰,,35.6657909,139.4141489
新井橋南詰,,35.6665754,139.4195294
ふれあい橋北詰,,35.6668891,139.4131672
駒形公園,浅川に沿って広がる公園で、市営のドッグラン「わんパークひの」があります。また、かつて洪水への備えとして築かれた信玄堤が復元されています。,35.6656353,139.4020351
ゴール,,35.659259,139.3814538
スタート,,35.6576335,139.4307341
浅川橋,,35.6607464,139.4310735
新井橋南詰,,35.6666298,139.4195858
ふれあい橋北詰,,35.666887,139.4131753
高幡橋南詰,,35.6643701,139.406966
一番橋南詰,,35.6597371,139.3933672
平山橋北詰,,35.6513943,139.3809734
滝合橋南詰,,35.6466778,139.3784863
長沼橋北詰,,35.6456533,139.3668509
長沼駅,,35.6428043,139.3660475
ゴール,,35.6428261,139.3668468
スタート,,35.6624265,139.4132767
ふれあい橋南詰,,35.6657996,139.4141275
新井橋南詰,,35.6665274,139.4194973
ふれあい橋北詰,.,35.6668848,139.4131619
高幡橋北詰,,35.665403,139.40754
一番橋北詰,,35.6610795,139.3915379
高幡橋南詰,,35.664235,139.4068962
ゴール,,35.6620103,139.413781
スタート,,35.6574482,139.4306858
小島善太郎記念館,昭和46年に日野市百草にアトリエを構え晩年を過ごした小島善太郎の記念館で、絵画を中心に、画伯が使用した絵具や小物などが展示されています。	,35.6520962,139.4276049
石坂ファームハウス,農家の指導で農作業を行える【農業体験農園】を開設しており、農業経験がない方でも安心して野菜づくりに取り組むことができます。	,35.6478228,139.4293853
アルティジャーノ・ジェラテリア,日野市内唯一の酪農家「モグサファーム」が、新鮮な自家生乳で作ったイタリアンジェラートは、濃厚な味わいが人気です。	,35.65333,139.436063
ゴール,,35.6574614,139.4310748
スタート,,35.6784934,139.3932413
とんがらし地蔵尊,昔は囲炉裏の煙で目を病む人が多く、お地蔵さまに唐辛子を供えて願掛けすると、眼の病気を治してくれるという信仰よりこの名で呼ばれています。,35.6802833,139.3978216
桑ハウス (旧農林省蚕糸試験場日野桑園 第一蚕室),かつて盛んだった蚕業を象徴する建物として日野市で最初の国登録有形文化財に登録されています。,35.6818164,139.4017839
乳いちょうの木,大枝の途中から「乳根(ちちね)」という気根が垂れ下がる「乳いちょう」です。,35.6820563,139.4023687
二色いちょうの木,中央公民館前にあるシンボルツリーの大きな銀杏です。毎年、少し時期をずらして紅葉し、黄色と緑色が鮮やかに秋の空に映えます。この時期にしか出会えない「アート」を楽しんでください。	,35.6796597,139.4004053
けんころ地蔵尊,正式名称は健康長寿地蔵尊。「健康に長生きし、迷惑をかけないで最期を迎えたい」そんな願いを込めて日野宿の人たちが寄進するお地蔵さまです。	,35.6793591,139.3995067
いちょう並木,市役所通りや日野バイパスをはじめとしたいちょう並木は11月中旬より見事な黄色を楽しめます。 ,35.6686716,139.3871498
ゴール,,35.6597809,139.3813277
いちょうのみどころ,,35.6817709,139.4028568
いちょうのみどころ,,35.6797229,139.3999708
いちょうのみどころ,,35.6769341,139.3957758
いちょうのみどころ,,35.6689593,139.3911087
いちょうのみどころ,,35.6684886,139.3861252
いちょうのみどころ,,35.6633721,139.3792534
いちょうのみどころ,,35.6612364,139.3802834
いちょうのみどころ,,35.6727681,139.3941074
いちょうのみどころ,,35.6660873,139.3804711
いちょうのみどころ,,35.6623173,139.3796557
いちょうのみどころ,,35.6688721,139.3887806
いちょうのみどころ,,35.6707024,139.3932223
いちょうのみどころ,,35.6749557,139.3950677
スタート,,35.6996757,139.447157
国立駅北口,三角駅舎は駅前に復元を目指しています,35.699466,139.4466777
ハケをのぼる道,私有地。ご厚意で通り抜けできます。,35.699682,139.450412
北口坂上（バス停）,,35.701374,139.449927
峡通り樹林地,みふじ幼稚園手前で左折(北側出入口付近、急坂注意。南側出入り口は階段注意。),35.701156,139.448657
ひかりプラザ,"<img src=""https://lh6.googleusercontent.com/gWlqSGk5VF0Y2_fXRj79x5sKlN6d0wy--PhIBU83deL_6E7ZevMTFe4Q5Jhzz8mROZs4sNLAp6310V4SYLaNAB5_vOLmWZ4uMtT6M3qtp4E9WhJAWCA4Fb9pG0I"" height=""200"" width=""auto"" /><br><br>鉄道総合技術研究所とひかりプラザ<br>新幹線ひかり号はここで生まれ、国分寺市ではそれを記念して地名を“平兵衛新田”から“光町”に改称しました。<br>鉄道総研前にあるひかりプラザ（新幹線資料館・鉄道展示室）北側には、ひかり号の実物が置かれ、館内では鉄道関係の模型や資料を見ることができます。<br>休館日：毎月第２・第４月曜日（祝日・振替休日の場合は翌日）、年末年始",35.7025788,139.4446143
ポッポみち,"<img src=""https://lh6.googleusercontent.com/yRbjuDIyMASFEqouKFRP8rIncJXQpgV5NOiTT8I6uITYS4PjLvfmp2SImFIeK0wJ5XZMg6mpR4W0oMX-8cLEvt17etAmHL_nmM-GmWxNRbIO4sKDHx6-LW8Lfw"" height=""200"" width=""auto"" /><br><br>かつて国立駅から鉄道総研に続く線路（引込線）が敷かれていましたが廃線となり、一時自転車置き場になっていました。この線路跡が平成27年2月、遊歩道（140ｍ）として整備されました。昔ながらの国立の風景が受け継がれるよう線路をあしらい、小さな子どもが覚えやすい「ポッポみち」と名付けられました。",35.700434,139.4408379
北福祉館,,35.7004982,139.4373918
緑道のアーチ,"<img src=""https://lh6.googleusercontent.com/jkVfC8nhfikTOm9SCulpBVOE8UBHQBOG5LOCQi60txtMx5HzxVIJvA7o5OyGhEQKXU-ram5m30xVhh6sz-gz19jo2hj_2Ph5ojB0axlkEiE39vGNcTyboZKmgA"" height=""200"" width=""auto"" /><br><br>鉄道引き込み線跡が緑道に<br>かつて国鉄立川駅から立川飛行機の砂川工場まで引き込み線が敷かれていました。その跡地が今、緑道になっており、国立市の北緑地から国分寺市の西町緑地、立川市の栄緑地と続くのどかな遊歩道となっています。北緑地入口には鉄道レールを使ったアーチ状のモニュメントが建っています。",35.7014249,139.4319474
北第一公園,"<img src=""https://lh4.googleusercontent.com/WiQFyBV5FJ2_AImufqYTE1JLV88Iut_dro8nC6mPHNM6EYP8UmnIVBQYSVS5Zsu8mScHnGA9Y_QGHjQ1YbJG2m1RqvpTNuTdcA53-qp9VqnsFLvzTr6JGFGnRQ"" height=""200"" width=""auto"" /><br><br>緑道に続く北第一公園は、流れる水路や、大小の石を敷き詰めた足うら健康歩道などがあり、幼児から高齢者までみんなの人気スポットです。<br>公園の一画には「東京のへそ」を示す標識板が埋め込められています。テレビ企画で、東京都の東西端の経度、南北端の緯度で四角形をつくり中心点を算出したものです。",35.7000062,139.4311897
北市民プラザ,,35.699372,139.432747
ゴール,,35.6996889,139.4461652
国分寺崖線,"<img src=""https://lh3.googleusercontent.com/tgAO5OQqUmHtMdb-1DVUdARxe5ietV19PbQQC3OGfDV-oHryLAS_BfeY1_fY75q9MYTOd5gPTmmgmxzxdTBqEtWmTDyYNC4sahanyiRnE72MXU08ckWbRfGzew"" height=""200"" width=""auto"" /><br><br>国分寺崖線・ハケ<br>太古の多摩川が何度か流れを変え、武蔵野台地を削った跡が段丘崖（ハケ）です。武蔵野段丘にできた段丘崖を国分寺崖線と呼び、立川市と国分寺市の境を起点に、世田谷区の等々力渓谷辺りまで延びています。<br>国立市には、ほかにも立川崖線・青柳崖線と全部で３つのハケがあります。",35.7040513,139.4465286
北大通り,"<img src=""https://lh3.googleusercontent.com/hJR5Vr3iGaRmZRczpoTWJXcMXqrWQBeuJju0f7KYDKAZZjgjE-3LuBV9MwzGrazsN8Llyi3ZbXKTy8hFdlyvG_F7bBggC3YgBhWtqNhadgr1R3HvWY0AVQn3dg"" height=""200"" width=""auto"" /><br><br>ハナミズキの北大通り<br>ハナミズキの街路樹が続く北大通りには、国立四小のそばに北福祉館、北第一公園の近くには北市民プラザと、お休みができる公共の施設が点在します。",35.7004356,139.4382834
交番,,35.7024701,139.4461962
交番,,35.6989589,139.4470823
コンビニ,,35.6984321,139.4472223
コンビニ,,35.700797,139.446424
コンビニ,,35.7006338,139.4479381
コンビニ,,35.7016438,139.4467039
コンビニ,,35.6988974,139.4352172
南北計画線,旭通りから中央線東ガードへの都市計画線は工事中です,35.6991156,139.4481191
東京のへその石坂,,35.699719,139.4308081
東京臨海広域防災公園,http://www.tokyorinkai-koen.jp/,35.6355096,139.7944674
スタート,,35.6990573,139.447068
国立駅南口,"<img src=""https://lh4.googleusercontent.com/eROT7geBDfQIMxA76dhMgH7-Eu9EkkYEb9U65mcKMfxntP0eaQFMxVw2eW86P-d2Ea_2MBJKBgYc1W3UXKyf1rXXFAuZg6AQuPwWWuehvNJEMk3yVdoAZ-qIYw"" height=""200"" width=""auto"" /><br><br>旧国立駅舎と大学町<br>国立を象徴する赤い三角屋根とロマネスク風半円形の窓の旧国立駅舎は、大正１５年に、国分寺駅と立川駅の間の新駅として建設されました。<br>駅構内には明治時代の英・独・米製の古レールが使われており、東京では原宿駅に次ぐ古い木造駅舎でした。<br>ＪＲ高架工事により撤去された駅舎は、市の文化財に指定され、復元をめざし保管中です。",35.699013,139.446669
一橋大学東門,,35.6951397,139.447126
東キャンパス散策,・一橋大学構内を散策される方へ<br>※一橋大学の構内散策は建物内には入らないように静かに散策してください。犬はおことわりです。<br>※教育・研究機関に支障を及ぼさないよう騒音に十分ご注意ください。<br>※自損他損を問わず構内における事故、けが等は当事者の方の責任となります。車両・軽車両等の通行もあるため、構内　安全には特にご注意ください。<br>※利用にあたりましては、守衛及び職員の方の指示に従ってください。,35.694688,139.447546
国立高校,,35.688066,139.44937
江戸街道,,35.687202,139.4471539
佐野書院,一橋大初代学長の私邸,35.6924199,139.4456795
一橋大学正門,,35.6949994,139.4463889
西キャンパス散策,・一橋大学構内を散策される方へ<br>※一橋大学の構内散策は建物内には入らないように静かに散策してください。犬はおことわりです。<br>※教育・研究機関に支障を及ぼさないよう騒音に十分ご注意ください。<br>※自損他損を問わず構内における事故、けが等は当事者の方の責任となります。車両・軽車両等の通行もあるため、構内　安全には特にご注意ください。<br>※利用にあたりましては、守衛及び職員の方の指示に従ってください。,35.694643,139.444805
ブランコ通り,"<img src=""https://lh6.googleusercontent.com/tPxJ2aw4sYj-uZkXVZlHeXvTZmINWZsWMZPxEe_bD8nxbeeBqRDdJ5UxnOMJXO8Xg-N45cs2gXT2mLcskKqEX3OIuJ5gCnh6h0aDwmbA37R8cwtppZKGpOCbIw"" height=""200"" width=""auto"" /><br><br>大学通りと富士見通りに挟まれた小さな通りは、70 年代にあったお屋敷跡にできた可愛い商店街。アーチと時計、白いタイルの小路からブランコ（スペイン語で白）と呼ばれるようになりました。",35.6977676,139.4460289
ゴール,,35.6990264,139.4462642
大学通り,"<img src=""https://lh4.googleusercontent.com/f2dXcKcGV_aYieKz5SctE5ur2SA82EyOs4-RTNgwjfGd6iATq4ffs-X4YO3yWD1eSeYh9-wR-YB2uki4RbD4CtmgZj6LKrAXM-pX4Xyy6uEovMyXO8kpy0KMTw"" height=""200"" width=""auto"" /><br><br>箱根土地会社が学園都市開発の中核とした大学通りは、駅前ロータリーから江戸街道まで1．2ｋｍにわたって幅44m の直線道路が続き、その緑豊かな美しい景観は、「新東京百景」、「新・東京街路樹10 景」などにも選ばれています。年末のイルミネーションがきれいです。<br><br>・大学通りの桜とイチョウの並木<br>大学通りを象徴する桜は、平成天皇の生誕を祝い、昭和9 年から10 年にかけて植えられたもので、樹齢8０年を超えています。<br>桜の数は、駅前ロータリーから江戸街道までの間に165本。種類は、ソメイヨシノを中心にヤマザクラ、オオシマザクラ、ベニシダレ、ヤエベニシダレ、カンザン、オオカンザクラ、シダレザクラ、ウコンザクラなどです。サクラの間には、秋になると黄金色に輝く119 本のイチョウの大木が立ち並んでいます。",35.6937873,139.4468703
兼松講堂,"<img src=""https://lh4.googleusercontent.com/wTrU7Mbfi1EGTY3I_R6zdYS8CFsmhgzwGS5vsuF-AnD6eoetgAK1R9xOZL9IpetkdcR1Y09Zqc-Ov6xuhpgW3GDTt0oU2RCC8Xkisxk16O5p1nb3NmFwc9I_"" height=""200"" width=""auto"" /><br><br>昭和２年建設。兼松商店の寄付による今も現役のホールです。",35.6950017,139.4454089
ソロの大木,"<img src=""https://lh3.googleusercontent.com/-vNUEuW7r2BVUrRQuX3ZOefhBQJm1FChXa9FeSHhZohMCSxw0vQ1XH6Eoo2pjRZVuclTdA5zY2cnVKZ4aWgnquPW8bfHOa7ZrStvq0GM2yUOhSivr23niq2Py-c"" height=""200"" width=""auto"" /><br><br>ソロ（イヌシデ）の幹と果穂",35.6926418,139.4454195
一橋大学,"<img src=""https://lh6.googleusercontent.com/d9vIFDGnrgKzr5YUxMZK0krM-qTcP0Wd2u5FE4rFXVNYEbot-BcMNRzKpwa9khMvZ3FDxJkGtE52Pr9u4zs-vYL-i4knAXaPTa6EkoPhKa4Ku83Q_Y9HHbyZeA"" height=""200"" width=""auto"" /><br><br>神田一ツ橋にあった東京商科大は、関東大震災をきっかけに昭和2年“くにたち”に新天地を求めました。<br>キャンパス内には、移転当時のロマネスク様式による兼松講堂・図書館・本館・東本館がならび、それに合わせた建物群とともに落ち着いた大学の雰囲気をかもし出しています。兼松講堂（伊東忠太設計）、旧門衛所、東本館は、国の「登録有形文化財」です。<br>キャンパス内には赤松の混在する山林が残り、当時の生活に欠かせぬ薪・粗朶や腐葉土の材料などを生み出す“ヤマ”の姿をほうふつさせます。",35.6937091,139.4452143
シャンゼリゼ通りの街路灯,"<img src=""https://lh6.googleusercontent.com/g3QuTI50JaE0VO-tYmvpn-6G6Phyt2h16ly5LnQkmNxlQ-W3HTGWCwHr4uBDns_dN-5GgyYprq6h_dYyeXNklue3pFo6rMhsG6NkeXqrah8N1PRmYaX-2s-35w"" height=""200"" width=""auto"" /><br><br>国立駅から一橋大学手前までの歩道の東西に24 基、1基おきに桜と駅舎をモチーフにした街路灯が立っています。シャンゼリゼやモンマルトの丘を飾った仏レンツ社製の街灯を、1985 年に商店会が取り付けました。のちにこれを模し、市章の梅を付けた街灯が約100 基、通りに追加設置されました。",35.6974558,139.4465205
丸い郵便ポスト,"<img src=""https://lh3.googleusercontent.com/15M0VkEGRwwg2rn3nylC5zQ0x8V_YackMjgTKTxML0I4XO0rtDNZamtb2opCAi4G7QHKLi1ko_S6zktl0MiM6oQxlA72xsehNRh9oPmhv5GyK0edh3UFaCR9Ig"" height=""200"" width=""auto"" /><br><br>大学通りには、昔懐かしい丸い郵便ポストが立っています。二つありますので、歩いて探してみてください。",35.6911495,139.4469791
丸太のベンチと思い出ベンチ,"<img src=""https://lh3.googleusercontent.com/vf21o2r6U934dkGgIOq2Edwh5i6_pUT4s3sMA_f8lt0HUijVKVPoj_ztJ0KVxbmkwAUWetFy1XsaPzpMwY5hBRMeTmncHpQPvFsg7yIS-X9f4XrQRPNl7cRtTg"" height=""200"" width=""auto"" /><br><br>大学通りや大学構内にはたくさんのベンチが置かれ、切った丸太をそのまま利用したものもあります。また平成27 年度からは、寄付による記念プレートの付いたベンチ13 基が緑地帯に設置されました。思いのこもったメッセージが刻まれ、ひと休みするには最適です。",35.6925568,139.446888
歩道橋,南武線以北の国立地域で唯一の歩道橋が、大学通りにあります。桜の季節には人気のカメラスポット！<br>ぜひ、歩道橋からの通りを眺めてみてください。,35.6886508,139.4470932
ミスタードーナツ,市民トイレ,35.6976516,139.4469446
紀ノ国屋国立店,市民トイレ,35.6969582,139.4463348
ポポロショッピングセンター,市民トイレ,35.696483,139.447082
コンビニ,,35.6984648,139.4472169
コンビニ,,35.6982634,139.4471998
コンビニ,,35.6870579,139.4474304
大学通り鉛筆サイン塔,,35.6981528,139.4469738
郵便局,,35.696711,139.446347
南北計画線,旭通りから中央線東ガードへの都市計画線は工事中です,35.6991003,139.4481084
東京臨海広域防災公園,http://www.tokyorinkai-koen.jp/,35.6355139,139.7944567
スタート,,35.6812515,139.4460315
谷保駅,,35.681497,139.446464
谷保天満宮梅林,"<img src=""https://lh5.googleusercontent.com/TlSIgdD0o8v0FIOYCnZPH4LUZplIl5pVZVi5dj0ZUlqY9id2uW6vpCDcWx0dPIvblJxhUxjsjxQscjaMSUWIOMUn8cbnBXyETOG20JKmIyfTQvPtzwO3FNuX"" height=""200"" width=""auto"" /><br><br>・作家山口瞳の文学碑<br>・自動車文化のさきがけを示す有栖川威仁親王殿下台臨記念碑があります<br>・他にも原田重久さんの句碑や、たくさんの石碑が点々と・・",35.679478,139.444303
トンネル,,35.676227,139.447937
上坂橋,,35.6730725,139.4510674
大山橋,,35.672128,139.449044
谷保一番地碑,"<img src=""https://lh3.googleusercontent.com/BlxwrUfyTagkh0c40ejQRQccpMRpPuyROywbpjVxDeMNCSJ6ncgmJvziHDyV4lsGkW3Xs6_5m-C1wtGnvfoT-5f9MQT-4eL-RDNX4OT55S_w_XKVafcPn5XfYnc"" height=""200"" width=""auto"" /><br><br>国立市の標高最低地点で、府中市日新町に接する地点です。<br>府中用水は、国立側と府中側とが別個に管理されてきましたが、平成12 年の土地区画整理竣工により管理の一本化がなされました。谷保一番地の地に区画整理竣工記念碑が立ち、「和」と刻まれています。",35.671512,139.453839
市川緑道四阿,府中用水本流がハケ下を流れる「下の川」と合流し府中に入ると「市川」と名を変えます。現在では、府中市を流れる用水はほぼ暗渠化され、市川緑道と呼ばれる散策路になっています。,35.670949,139.45522
西府町湧水,"<img src=""https://lh5.googleusercontent.com/k7ZSHaIx3Ku20obHZhOkTLyREC8469JUE0MFMZ534YmgTyUr5yR7tpbK-N7BD5PcpT_mFUhKf7zSElZ_lB5r-Q4Nm5BXWYluKzEEszFPpyCd1jeAKgnOabEk0g"" height=""200"" width=""auto"" /><br><br>府中（立川）崖線からの湧水で、東京の名湧水57選の一つです。ハケの上下を結ぶ斜めの坂がつくられ、西府緑地と名付られています。",35.672068,139.453012
ハケ上,,35.673598,139.45118
谷保東方遺跡群,縄文中期末（約4000 年前）から古墳時代前期（約1700年前）の敷石式住居址集落遺跡で府中まで続きます。横穴墓は、昭和51 年道路改良工事の際に市内で初めて発見された遺跡で、単独での存在はまれです。,35.674954,139.44972
甲州街道,・甲州街道が国道20号から都道へ移管<br>国立ＩＣ入り口から八王子（高倉）に至る日野バイパスが全線開通し、国道20号となり、従来の20号（甲州街道）は都道256号となりました。<br>・甲州街道とバイパスの交差点<br>東八道路と日野バイパスを接続する道路を工事中です,35.677635,139.450147
本田家住宅,"<img src=""https://lh5.googleusercontent.com/-MaNyitSfV9qiUlSviUMQOi2zgN0gU9d54Qry5t1kOa0-b_AJwYKGwm4bt7v50-KVjwHTeBygEFGRMbf8JPTQ5PJOVJahUMcl6pI2x3ghORBUC3sh0zSU5aW-Q"" height=""200"" width=""auto"" /><br><br>本田家は、江戸初期から350 年以上続く下谷保村の名家。名主、医家、書家であり、住宅は甲州街道に面して建ちます。主屋・薬医門は、国登録有形文化財です。主屋は慶安年間（1648～51）の建築とも言われましたが、享保16 年（1731）に発見された祈祷札により、江戸中期の18 世紀を下らないことが判りました。喰違六間型の都内最古例です。薬医門は、幕末の嘉永2 年（1849）建築の袖塀付き大型一間薬医門で、馬上のまま通過できたと言われています。昭和5 年、甲州街道拡幅により現在の位置に移転しました。",35.678954,139.448269
ゴール,,35.6817317,139.4467805
谷保天満宮,"<img src=""https://lh6.googleusercontent.com/BGC1oC3w5oH1JlfzKzH6UzLCxWCfqvZRxJbxZ61sIPTglKmRHM40GXUXiUTLjo4EWehl59lX2ruNcrWNPqx12PUqu6S-ioJH9f7n_i31F595QC9uSWpTHMYCcGE"" height=""200"" width=""auto"" /><br><br>菅原道真の子・道武が、大宰府で没した父をいたみ祀ったのを起源とし、養和元年（1181 年）に現在地へ遷したと伝えられる東日本最古の天満宮です。梅林には国立を愛した作家山口瞳の文学碑をはじめ多くの碑があります。有栖川宮威仁親王碑は、日本初（明治41 年）の遠乗会を記念し、自動車文化のさきがけを示すものと言えます。また例年2 月末～3 月初めの土・日曜日に梅祭りが催されます。神社では学業と共に交通安全の神を謳っています。",35.680337,139.4436127
立川崖線(ハケ),"<img src=""https://lh3.googleusercontent.com/6pk_O3WZKJQp8juXGYJoHL1tEshJZqUJLVHHYWqxesPLqT4_uNQqDyahDdZdWLAdVad_aG5g537qlCqKnlapOlBMeyNJoAZFGjakBb0Y95YG6C0FMg7q5CeFjg"" height=""200"" width=""auto"" /><br><br>立川崖線は、府中に入ると府中崖線と呼び名を変え、調布では布田崖線と呼ばれています。<br>国分寺崖線と同様に古玉川(昔の多摩川)が削ったハケで、太古の昔に出来たと言われています。",35.6775899,139.4469603
ハケと水路（下の川）,"<img src=""https://lh3.googleusercontent.com/uodQye_7dIMr8bha6jNBGNwCphqvkUEAglNR_5bWST9dKdFvFj8xEdz2XVbDC0_Q1CnMmHo6QZ4wUDyoPTeS2Onr75rqdwOzjcwSIKSQTIiHJZyeDfrJyF-S0g"" height=""200"" width=""auto"" /><br><br>谷保天満宮から流れ出した湧水が府中用水に混ざり、ハケ下を流れ「下の川」と呼ばれています。整備された遊歩道は、田圃を眺めながら府中へ向かう道です。",35.6777795,139.4463891
大山道,各地から大山阿夫利神社（神奈川県）への参詣道を大山道と呼び、代表格が今の国道２４６号となった「矢倉沢往還」です。国立の各村にも “講”の一つに大山講があり昭和のはじめごろまでは恒例となっていたようです。参詣後に江の島を回る落語の「大山詣り」は、その風習を伝えるものでしょう。,35.6726886,139.4498782
府中用水本流,多摩川の水を青柳で取水し、国立、府中の田圃を潤す府中用水は、江戸時代のはじめごろ古多摩川の流路跡を開削したといわれ、かつては「七ヶ村（組合）用水」と呼ばれました。谷保堰で府中への本流と谷保分水に分かれ、市境の谷保一番地で再び合流し府中を流れ、是政から多摩川へ注ぎます。府中三宿（新宿・本町・番場）と是政、上下の谷保、青柳の七ヶ村が用水の対象区域です。,35.6712407,139.4512519
旧獅子宿碑,,35.6785213,139.4486153
常夜燈（下谷保）,"<img src=""https://lh6.googleusercontent.com/pyKEVFpTJrGHCQfXr85FjjKbctEUNvl5VquV7ur7ivTX3x5DAm7bFM1vem1z80qzvT3xCROffi6EwIlGZ19Ika1_pKXJzSUC7Jh8-y33BTC72yylUT3jHA3QHg"" height=""200"" width=""auto"" /><br><br>",35.6793122,139.4472202
下谷保庚申塔（本田道）,"<img src=""https://lh3.googleusercontent.com/qtO9sThfYinHeakkoPgjf7eaD3Ze_NYmfPDbDAeY9ZW-VvKLPBLeHpkbaKLe0lW8wSn17KorYUCdBXhJnwuV-mT7CF-E1GjiWYEl3wdEVayBVddEaQEorjJkaw"" height=""200"" width=""auto"" /><br><br>庚申塔は悪疫を防ぎ、長寿を招く道教の庚申信仰により建てられました。60 日ごとに巡る庚申の夜、人体に棲む三尸の虫が、人の眠りに乗じ、天帝にその罪悪を告げ寿命を縮めると言い、眠らず過ごす“庚申待ち”の風習が江戸時代に広まりました。かつて府中と国立を結ぶ庚申道に建てられ、青面金剛を刻み、道標を兼ね、寛政五年と刻まれています。",35.6796167,139.4490458
コンビニ,,35.6821713,139.4457681
コンビニ,,35.6728737,139.4510763
コンビニ,,35.681554,139.446963
「南武線通り」みちのサイン塔,,35.6817545,139.4458855
古墳・遺跡,,35.6755168,139.4491692
下谷保1号墳,"<img src=""https://lh5.googleusercontent.com/410dLDSiHWiJlcQ2FBikJnA52CancsVLYry--iu6ee3abpEqqxvl3nvRIv43Lf8sA9NMjj3dg8cInJpVIK76pqmOOaDx30TXA8uVzweCcNhKxkjYKqFKn6QEZA"" height=""200"" width=""auto"" /><br><br>７世紀前半に築造されたと推定され、約23ｍの周溝をもち、墳丘径約14ｍ、高さ約２ｍの円墳です。近くの2号墳などと共に古墳群を形成していたと思われます。",35.6777,139.4485563
説明板,,35.6774232,139.448331
説明板,,35.6804081,139.4444847
坂を上る,,35.6734566,139.4518018
絶景！！,,35.674456,139.450298
東京臨海広域防災公園,http://www.tokyorinkai-koen.jp/,35.6355096,139.7943923
スタート,,35.6853504,139.431944
矢川駅,,35.685012,139.43219
ハケ上の道,,35.68712,139.430019
青柳踏切,,35.687777,139.426367
矢川緑地（立川市）,"<img src=""https://lh3.googleusercontent.com/VYasr3619Ax0rxDi5y3-zuurocunmjDgULt9QQH9BlwwUrfqr1UBdm8spnvdi5m3kVhk6gucDx6z3T00VcmMRJSw1gBf8FtnwJtx1qfJet3N3Ns5LMB-7FDiDuc"" height=""200"" width=""auto"" /><br><br>昭和52年保全地域に指定されました。<br>湿地帯、樹林帯、バードサンクチュアリからなり、貴重な動植物が生息しています。<br><br>立川段丘崖に位置しており、多くの生き物が生きていける環境を次の世代に残すために保全地域に指定されています。湿生植物保全地域・林床保護地域・サンクチュアリ（動植物の生息場所）などで成り立っており、四季それぞれに楽しめます。",35.6879298,139.4247241
矢川いこいの広場,"<img src=""https://lh6.googleusercontent.com/cO5MdS8sN_pvni_03kAVcmy_NAwfvxMYVBx2vn0JgcdPvBitrl3B84WAYxwoXS9Gmd265IpBpqYy7_UuX6_LXnhq1M6sUtGkarY38zaiApytp0eQQ8ww12CA"" height=""200"" width=""auto"" /><br><br>国立第六小学校に隣接し、子どもたちのにぎやかな声が聞こえる広場です。設備が整い、水辺もあり開放的で、ホッとできる広場です。ここでトイレを済ませておくのが無難でしょう。",35.684565,139.4266534
五智如来,"<img src=""https://lh4.googleusercontent.com/WQnX1oxN24BLttoMhVifedO1BR6oJw1MxoqLLMjYYuMtb0A3D-Wqi4-YF8tazX3kNwt0ru_omKJHzLSemw3qHbN1-0oagSnsDH3JERgMpp-snkjgyMXPoFSh"" height=""200"" width=""auto"" /><br><br>矢川のほとり甲州街道に面して祠があり、江戸時代、八王子在住の越後の人がこの地に移住し、郷土で信仰していた五智如来を祀ったと言います。五智如来とは密教の五種類の智を備えた仏のことで、大日如来の別称とも言われています。また、大日如来を中心に、阿閦・宝生・阿弥陀・不空成就の五如来を指します。",35.682494,139.429998
四軒在家公園,"<img src=""https://lh3.googleusercontent.com/gQHCkkSLtqHLOpvXEbB7nk2BcIzBA3AAn0mmqeoDF50mV-JVUtME9SSCzCJw3UsGsF32zHah1aohoh7ACBoXyjL1sCrEsxQS1Ae5fld_0bET5cVtaBFS65skRQ"" height=""200"" width=""auto"" /><br><br>平成13 年の二次発掘調査で10 基の古墳が発見され、そのうち１号墳を移築復元した公園です。<br>７世紀に造られた円墳で、墳丘は失われていますが、周溝と遺体を納めた河原石積の横穴式石室が発掘されています。",35.6812646,139.4269105
ママ下湧水,"<img src=""https://lh4.googleusercontent.com/w4ivUQB1IU3aWPnv-uYOGTxz_Kx8ZlR4Z5a8wFbRgUGd3cjbKjzP1njUuRAn9Nj42rZozFMuJ00V3jZQ7CF3etiiNtDdIrO8MajgEQXpSU2UkQ0qqcvgBarZaHM"" height=""200"" width=""auto"" /><br><br>青柳段丘崖下（ハケシタ）から湧き出しています。階段、水辺、散策路ともに整備され、歩きやすくなりました。ママ下のママとは、この地域では崖線（ハケ）のことをいいます。都内有数の水量で、冬も豊かに湧き出ています。<br>子どもたちに大人気のスポットです。",35.680405,139.426776
